iteration,puzzle_id,method,best_move_score,move_score
37,25,Random,397,15
38,25,Random,397,8
39,25,Random,397,9
40,25,Random,397,29
41,25,Random,397,-5
42,25,Random,397,8
43,25,Random,397,66
44,25,Random,397,90
45,25,Random,397,-117
46,25,Random,397,-7
47,25,Random,397,2
48,25,Random,397,25
49,25,Random,397,-32
0,26,Random,448,152
1,26,Random,448,89
2,26,Random,448,39
3,26,Random,448,114
4,26,Random,448,114
5,26,Random,448,61
6,26,Random,448,25
7,26,Random,448,-737
8,26,Random,448,114
9,26,Random,448,93
10,26,Random,448,97
11,26,Random,448,93
12,26,Random,448,448
13,26,Random,448,8
14,26,Random,448,-243
15,26,Random,448,39
16,26,Random,448,328
17,26,Random,448,-173
18,26,Random,448,102
19,26,Random,448,104
20,26,Random,448,135
21,26,Random,448,102
22,26,Random,448,39
23,26,Random,448,39
24,26,Random,448,86
25,26,Random,448,100
26,26,Random,448,130
27,26,Random,448,105
28,26,Random,448,-243
29,26,Random,448,125
30,26,Random,448,125
31,26,Random,448,107
32,26,Random,448,79
33,26,Random,448,97
34,26,Random,448,-173
35,26,Random,448,125
36,26,Random,448,-737
37,26,Random,448,104
38,26,Random,448,105
39,26,Random,448,97
40,26,Random,448,93
41,26,Random,448,100
42,26,Random,448,105
43,26,Random,448,159
44,26,Random,448,161
45,26,Random,448,8
46,26,Random,448,135
47,26,Random,448,328
48,26,Random,448,125
49,26,Random,448,79
0,27,Random,481,167
1,27,Random,481,-179
2,27,Random,481,167
3,27,Random,481,9
4,27,Random,481,9
5,27,Random,481,112
6,27,Random,481,104
7,27,Random,481,367
8,27,Random,481,9
9,27,Random,481,481
10,27,Random,481,60
11,27,Random,481,481
12,27,Random,481,-9
13,27,Random,481,-724
14,27,Random,481,215
15,27,Random,481,156
16,27,Random,481,91
17,27,Random,481,167
18,27,Random,481,148
19,27,Random,481,174
20,27,Random,481,59
21,27,Random,481,148
22,27,Random,481,144
23,27,Random,481,144
24,27,Random,481,151
25,27,Random,481,116
26,27,Random,481,142
27,27,Random,481,174
28,27,Random,481,215
29,27,Random,481,136
30,27,Random,481,136
31,27,Random,481,193
32,27,Random,481,70
33,27,Random,481,60
34,27,Random,481,167
35,27,Random,481,136
36,27,Random,481,367
37,27,Random,481,174
38,27,Random,481,174
39,27,Random,481,156
40,27,Random,481,481
41,27,Random,481,116
42,27,Random,481,174
43,27,Random,481,211
44,27,Random,481,119
45,27,Random,481,-724
46,27,Random,481,59
47,27,Random,481,91
48,27,Random,481,136
49,27,Random,481,70
0,28,Random,178,78
1,28,Random,178,51
2,28,Random,178,78
3,28,Random,178,102
4,28,Random,178,102
5,28,Random,178,145
6,28,Random,178,87
7,28,Random,178,38
8,28,Random,178,102
9,28,Random,178,106
10,28,Random,178,114
11,28,Random,178,106
12,28,Random,178,-101
13,28,Random,178,-42
14,28,Random,178,-413
15,28,Random,178,59
16,28,Random,178,41
17,28,Random,178,100
18,28,Random,178,46
19,28,Random,178,54
20,28,Random,178,86
21,28,Random,178,46
22,28,Random,178,95
23,28,Random,178,95
24,28,Random,178,95
25,28,Random,178,82
26,28,Random,178,119
27,28,Random,178,129
28,28,Random,178,-413
29,28,Random,178,110
30,28,Random,178,110
31,28,Random,178,65
32,28,Random,178,66
33,28,Random,178,114
34,28,Random,178,100
35,28,Random,178,110
36,28,Random,178,38
37,28,Random,178,54
38,28,Random,178,129
39,28,Random,178,59
40,28,Random,178,106
41,28,Random,178,82
42,28,Random,178,129
43,28,Random,178,124
44,28,Random,178,34
45,28,Random,178,-42
46,28,Random,178,86
47,28,Random,178,41
48,28,Random,178,110
49,28,Random,178,66
0,29,Random,475,255
1,29,Random,475,101
2,29,Random,475,117
3,29,Random,475,116
4,29,Random,475,116
5,29,Random,475,91
6,29,Random,475,65
7,29,Random,475,-718
8,29,Random,475,116
9,29,Random,475,152
10,29,Random,475,165
11,29,Random,475,152
12,29,Random,475,475
13,29,Random,475,8
14,29,Random,475,-151
15,29,Random,475,117
16,29,Random,475,157
17,29,Random,475,-144
18,29,Random,475,183
19,29,Random,475,135
20,29,Random,475,170
21,29,Random,475,183
22,29,Random,475,117
23,29,Random,475,63
24,29,Random,475,107
25,29,Random,475,116
26,29,Random,475,149
27,29,Random,475,121
28,29,Random,475,-151
29,29,Random,475,138
30,29,Random,475,138
31,29,Random,475,210
32,29,Random,475,159
33,29,Random,475,165
34,29,Random,475,-144
35,29,Random,475,138
36,29,Random,475,-718
37,29,Random,475,135
38,29,Random,475,121
39,29,Random,475,117
40,29,Random,475,152
41,29,Random,475,116
42,29,Random,475,121
43,29,Random,475,132
44,29,Random,475,268
45,29,Random,475,8
46,29,Random,475,170
47,29,Random,475,157
48,29,Random,475,138
49,29,Random,475,159
0,30,Random,162,-42
1,30,Random,162,-94
2,30,Random,162,-350
3,30,Random,162,24
4,30,Random,162,24
5,30,Random,162,-384
6,30,Random,162,-1
7,30,Random,162,38
8,30,Random,162,-93
9,30,Random,162,63
10,30,Random,162,-1
11,30,Random,162,49
12,30,Random,162,32
13,30,Random,162,-384
14,30,Random,162,9
15,30,Random,162,-108
16,30,Random,162,-37
17,30,Random,162,113
18,30,Random,162,-13
19,30,Random,162,56
20,30,Random,162,-141
21,30,Random,162,-96
22,30,Random,162,-94
23,30,Random,162,-401
24,30,Random,162,-42
25,30,Random,162,-42
26,30,Random,162,-98
27,30,Random,162,32
28,30,Random,162,98
29,30,Random,162,-16
30,30,Random,162,162
31,30,Random,162,-23
32,30,Random,162,70
33,30,Random,162,-1
34,30,Random,162,113
35,30,Random,162,-16
36,30,Random,162,67
37,30,Random,162,57
38,30,Random,162,9
39,30,Random,162,-108
40,30,Random,162,63
41,30,Random,162,-42
42,30,Random,162,98
43,30,Random,162,56
44,30,Random,162,9
45,30,Random,162,36
46,30,Random,162,70
47,30,Random,162,28
48,30,Random,162,-16
49,30,Random,162,70
0,31,Random,624,169
1,31,Random,624,-28
2,31,Random,624,-255
3,31,Random,624,624
4,31,Random,624,624
5,31,Random,624,98
6,31,Random,624,-11
7,31,Random,624,95
8,31,Random,624,143
9,31,Random,624,194
10,31,Random,624,96
11,31,Random,624,203
12,31,Random,624,99
13,31,Random,624,98
14,31,Random,624,9
15,31,Random,624,-570
16,31,Random,624,160
17,31,Random,624,126
18,31,Random,624,187
19,31,Random,624,96
20,31,Random,624,-614
21,31,Random,624,125
22,31,Random,624,-28
23,31,Random,624,250
24,31,Random,624,169
25,31,Random,624,169
26,31,Random,624,-550
27,31,Random,624,99
28,31,Random,624,-123
29,31,Random,624,6
30,31,Random,624,250
31,31,Random,624,-27
32,31,Random,624,6
33,31,Random,624,125
34,31,Random,624,126
35,31,Random,624,-42
36,31,Random,624,-42
37,31,Random,624,-11
38,31,Random,624,155
39,31,Random,624,-570
40,31,Random,624,194
41,31,Random,624,169
42,31,Random,624,-123
43,31,Random,624,96
44,31,Random,624,155
45,31,Random,624,163
46,31,Random,624,6
47,31,Random,624,119
48,31,Random,624,95
49,31,Random,624,6
0,32,Random,523,523
1,32,Random,523,52
2,32,Random,523,-103
3,32,Random,523,134
4,32,Random,523,134
5,32,Random,523,-61
6,32,Random,523,185
7,32,Random,523,160
8,32,Random,523,153
9,32,Random,523,133
10,32,Random,523,185
11,32,Random,523,172
12,32,Random,523,133
13,32,Random,523,-61
14,32,Random,523,199
15,32,Random,523,150
16,32,Random,523,149
17,32,Random,523,181
18,32,Random,523,-661
19,32,Random,523,129
20,32,Random,523,78
21,32,Random,523,-617
22,32,Random,523,52
23,32,Random,523,124
24,32,Random,523,523
25,32,Random,523,523
26,32,Random,523,189
27,32,Random,523,133
28,32,Random,523,190
29,32,Random,523,133
30,32,Random,523,109
31,32,Random,523,194
32,32,Random,523,153
33,32,Random,523,185
34,32,Random,523,181
35,32,Random,523,133
36,32,Random,523,192
37,32,Random,523,132
38,32,Random,523,186
39,32,Random,523,150
40,32,Random,523,133
41,32,Random,523,523
42,32,Random,523,190
43,32,Random,523,129
44,32,Random,523,186
45,32,Random,523,154
46,32,Random,523,153
47,32,Random,523,169
48,32,Random,523,133
49,32,Random,523,153
0,33,Random,163,5
1,33,Random,163,-16
2,33,Random,163,101
3,33,Random,163,89
4,33,Random,163,89
5,33,Random,163,-356
6,33,Random,163,95
7,33,Random,163,120
8,33,Random,163,79
9,33,Random,163,96
10,33,Random,163,95
11,33,Random,163,128
12,33,Random,163,102
13,33,Random,163,-356
14,33,Random,163,109
15,33,Random,163,39
16,33,Random,163,126
17,33,Random,163,127
18,33,Random,163,25
19,33,Random,163,50
20,33,Random,163,0
21,33,Random,163,37
22,33,Random,163,-16
23,33,Random,163,-278
24,33,Random,163,5
25,33,Random,163,5
26,33,Random,163,110
27,33,Random,163,102
28,33,Random,163,122
29,33,Random,163,20
30,33,Random,163,163
31,33,Random,163,71
32,33,Random,163,78
33,33,Random,163,95
34,33,Random,163,127
35,33,Random,163,20
36,33,Random,163,99
37,33,Random,163,96
38,33,Random,163,82
39,33,Random,163,39
40,33,Random,163,96
41,33,Random,163,5
42,33,Random,163,122
43,33,Random,163,50
44,33,Random,163,82
45,33,Random,163,99
46,33,Random,163,78
47,33,Random,163,106
48,33,Random,163,20
49,33,Random,163,78
0,34,Random,222,25
1,34,Random,222,70
2,34,Random,222,-337
3,34,Random,222,133
4,34,Random,222,133
5,34,Random,222,-377
6,34,Random,222,148
7,34,Random,222,142
8,34,Random,222,142
9,34,Random,222,147
10,34,Random,222,148
11,34,Random,222,153
12,34,Random,222,140
13,34,Random,222,-377
14,34,Random,222,192
15,34,Random,222,149
16,34,Random,222,143
17,34,Random,222,196
18,34,Random,222,65
19,34,Random,222,149
20,34,Random,222,64
21,34,Random,222,160
22,34,Random,222,70
23,34,Random,222,-338
24,34,Random,222,25
25,34,Random,222,25
26,34,Random,222,160
27,34,Random,222,140
28,34,Random,222,203
29,34,Random,222,96
30,34,Random,222,222
31,34,Random,222,136
32,34,Random,222,140
33,34,Random,222,148
34,34,Random,222,196
35,34,Random,222,96
36,34,Random,222,138
37,34,Random,222,173
38,34,Random,222,169
39,34,Random,222,149
40,34,Random,222,147
41,34,Random,222,25
42,34,Random,222,203
43,34,Random,222,149
44,34,Random,222,169
45,34,Random,222,147
46,34,Random,222,140
47,34,Random,222,142
48,34,Random,222,96
49,34,Random,222,140
0,35,Random,117,-39
1,35,Random,117,-41
2,35,Random,117,-485
3,35,Random,117,51
4,35,Random,117,51
5,35,Random,117,-349
6,35,Random,117,22
7,35,Random,117,57
8,35,Random,117,35
9,35,Random,117,49
10,35,Random,117,22
11,35,Random,117,61
12,35,Random,117,70
13,35,Random,117,-349
14,35,Random,117,69
15,35,Random,117,0
16,35,Random,117,33
17,35,Random,117,114
18,35,Random,117,-10
19,35,Random,117,28
20,35,Random,117,-34
21,35,Random,117,-10
22,35,Random,117,-41
23,35,Random,117,-461
24,35,Random,117,-39
25,35,Random,117,-39
26,35,Random,117,12
27,35,Random,117,70
28,35,Random,117,106
29,35,Random,117,-28
30,35,Random,117,117
31,35,Random,117,11
32,35,Random,117,-417
33,35,Random,117,22
34,35,Random,117,114
35,35,Random,117,-28
36,35,Random,117,68
37,35,Random,117,46
38,35,Random,117,47
39,35,Random,117,0
40,35,Random,117,49
41,35,Random,117,-39
42,35,Random,117,106
43,35,Random,117,28
44,35,Random,117,47
45,35,Random,117,73
46,35,Random,117,-417
47,35,Random,117,42
48,35,Random,117,-28
49,35,Random,117,-417
0,36,Random,245,-60
1,36,Random,245,-2
2,36,Random,245,-518
3,36,Random,245,63
4,36,Random,245,63
5,36,Random,245,-284
6,36,Random,245,35
7,36,Random,245,134
8,36,Random,245,127
9,36,Random,245,84
10,36,Random,245,35
11,36,Random,245,110
12,36,Random,245,134
13,36,Random,245,-284
14,36,Random,245,134
15,36,Random,245,65
16,36,Random,245,95
17,36,Random,245,109
18,36,Random,245,69
19,36,Random,245,93
20,36,Random,245,43
21,36,Random,245,62
22,36,Random,245,-2
23,36,Random,245,-39
24,36,Random,245,-60
25,36,Random,245,-60
26,36,Random,245,86
27,36,Random,245,134
28,36,Random,245,160
29,36,Random,245,-32
30,36,Random,245,245
31,36,Random,245,116
32,36,Random,245,89
33,36,Random,245,35
34,36,Random,245,109
35,36,Random,245,-32
36,36,Random,245,56
37,36,Random,245,94
38,36,Random,245,115
39,36,Random,245,65
40,36,Random,245,84
41,36,Random,245,-60
42,36,Random,245,160
43,36,Random,245,93
44,36,Random,245,115
45,36,Random,245,120
46,36,Random,245,89
47,36,Random,245,49
48,36,Random,245,-32
49,36,Random,245,89
0,37,Random,161,-30
1,37,Random,161,-35
2,37,Random,161,-444
3,37,Random,161,47
4,37,Random,161,47
5,37,Random,161,-337
6,37,Random,161,53
7,37,Random,161,86
8,37,Random,161,65
9,37,Random,161,76
10,37,Random,161,53
11,37,Random,161,64
12,37,Random,161,101
13,37,Random,161,-337
14,37,Random,161,101
15,37,Random,161,52
16,37,Random,161,43
17,37,Random,161,139
18,37,Random,161,-6
19,37,Random,161,70
20,37,Random,161,-26
21,37,Random,161,38
22,37,Random,161,-35
23,37,Random,161,-380
24,37,Random,161,-30
25,37,Random,161,-30
26,37,Random,161,77
27,37,Random,161,101
28,37,Random,161,95
29,37,Random,161,-10
30,37,Random,161,161
31,37,Random,161,31
32,37,Random,161,78
33,37,Random,161,53
34,37,Random,161,139
35,37,Random,161,-10
36,37,Random,161,43
37,37,Random,161,85
38,37,Random,161,52
39,37,Random,161,52
40,37,Random,161,76
41,37,Random,161,-30
42,37,Random,161,95
43,37,Random,161,70
44,37,Random,161,52
45,37,Random,161,-402
46,37,Random,161,78
47,37,Random,161,65
48,37,Random,161,-10
49,37,Random,161,78
0,38,Random,635,-545
1,38,Random,635,-637
2,38,Random,635,-640
3,38,Random,635,-690
4,38,Random,635,-690
5,38,Random,635,-598
6,38,Random,635,-590
7,38,Random,635,635
8,38,Random,635,73
9,38,Random,635,-649
10,38,Random,635,-622
11,38,Random,635,-639
12,38,Random,635,-621
13,38,Random,635,-598
14,38,Random,635,-578
15,38,Random,635,-549
16,38,Random,635,576
17,38,Random,635,-605
18,38,Random,635,101
19,38,Random,635,-622
20,38,Random,635,83
21,38,Random,635,25
22,38,Random,635,-637
23,38,Random,635,-583
24,38,Random,635,-545
25,38,Random,635,-545
26,38,Random,635,90
27,38,Random,635,-621
28,38,Random,635,-575
29,38,Random,635,-607
30,38,Random,635,-637
31,38,Random,635,-600
32,38,Random,635,-591
33,38,Random,635,25
34,38,Random,635,-605
35,38,Random,635,-607
36,38,Random,635,-589
37,38,Random,635,-590
38,38,Random,635,-596
39,38,Random,635,-549
40,38,Random,635,-649
41,38,Random,635,-545
42,38,Random,635,-575
43,38,Random,635,-622
44,38,Random,635,-596
45,38,Random,635,-605
46,38,Random,635,-591
47,38,Random,635,-595
48,38,Random,635,-607
49,38,Random,635,-591
0,39,Random,225,107
1,39,Random,225,38
2,39,Random,225,-372
3,39,Random,225,103
4,39,Random,225,103
5,39,Random,225,89
6,39,Random,225,65
7,39,Random,225,159
8,39,Random,225,134
9,39,Random,225,172
10,39,Random,225,65
11,39,Random,225,58
12,39,Random,225,142
13,39,Random,225,89
14,39,Random,225,169
15,39,Random,225,77
16,39,Random,225,131
17,39,Random,225,31
18,39,Random,225,80
19,39,Random,225,124
20,39,Random,225,-4
21,39,Random,225,83
22,39,Random,225,38
23,39,Random,225,-330
24,39,Random,225,107
25,39,Random,225,107
26,39,Random,225,119
27,39,Random,225,142
28,39,Random,225,156
29,39,Random,225,225
30,39,Random,225,145
31,39,Random,225,162
32,39,Random,225,143
33,39,Random,225,65
34,39,Random,225,31
35,39,Random,225,225
36,39,Random,225,141
37,39,Random,225,140
38,39,Random,225,160
39,39,Random,225,77
40,39,Random,225,172
41,39,Random,225,107
42,39,Random,225,156
43,39,Random,225,124
44,39,Random,225,160
45,39,Random,225,-248
46,39,Random,225,143
47,39,Random,225,143
48,39,Random,225,225
49,39,Random,225,143
0,40,Random,639,-622
1,40,Random,639,-645
2,40,Random,639,-650
3,40,Random,639,-63
4,40,Random,639,-63
5,40,Random,639,639
6,40,Random,639,-589
7,40,Random,639,-602
8,40,Random,639,0
9,40,Random,639,-598
10,40,Random,639,-628
11,40,Random,639,-651
12,40,Random,639,-585
13,40,Random,639,639
14,40,Random,639,-594
15,40,Random,639,12
16,40,Random,639,-591
17,40,Random,639,-644
18,40,Random,639,-653
19,40,Random,639,-628
20,40,Random,639,-610
21,40,Random,639,-350
22,40,Random,639,-645
23,40,Random,639,-580
24,40,Random,639,-622
25,40,Random,639,-622
26,40,Random,639,-374
27,40,Random,639,-585
28,40,Random,639,-559
29,40,Random,639,-614
30,40,Random,639,-632
31,40,Random,639,-610
32,40,Random,639,-594
33,40,Random,639,-350
34,40,Random,639,-644
35,40,Random,639,-614
36,40,Random,639,572
37,40,Random,639,-589
38,40,Random,639,-635
39,40,Random,639,12
40,40,Random,639,-598
41,40,Random,639,-622
42,40,Random,639,-559
43,40,Random,639,-628
44,40,Random,639,-635
45,40,Random,639,-601
46,40,Random,639,-594
47,40,Random,639,-545
48,40,Random,639,-614
49,40,Random,639,-594
0,41,Random,136,-106
1,41,Random,136,-86
2,41,Random,136,-479
3,41,Random,136,4
4,41,Random,136,4
5,41,Random,136,-475
6,41,Random,136,61
7,41,Random,136,29
8,41,Random,136,-6
9,41,Random,136,-21
10,41,Random,136,61
11,41,Random,136,23
12,41,Random,136,15
13,41,Random,136,-475
14,41,Random,136,19
15,41,Random,136,-13
16,41,Random,136,16
17,41,Random,136,77
18,41,Random,136,-47
19,41,Random,136,22
20,41,Random,136,-94
21,41,Random,136,-706
22,41,Random,136,-86
23,41,Random,136,-458
24,41,Random,136,-106
25,41,Random,136,-106
26,41,Random,136,76
27,41,Random,136,15
28,41,Random,136,56
29,41,Random,136,-56
30,41,Random,136,136
31,41,Random,136,8
32,41,Random,136,35
33,41,Random,136,61
34,41,Random,136,77
35,41,Random,136,-56
36,41,Random,136,43
37,41,Random,136,66
38,41,Random,136,39
39,41,Random,136,-13
40,41,Random,136,-21
41,41,Random,136,-106
42,41,Random,136,56
43,41,Random,136,22
44,41,Random,136,39
45,41,Random,136,28
46,41,Random,136,35
47,41,Random,136,28
48,41,Random,136,-56
49,41,Random,136,35
0,42,Random,170,-19
1,42,Random,170,-58
2,42,Random,170,-397
3,42,Random,170,61
4,42,Random,170,61
5,42,Random,170,-395
6,42,Random,170,86
7,42,Random,170,82
8,42,Random,170,55
9,42,Random,170,102
10,42,Random,170,86
11,42,Random,170,91
12,42,Random,170,75
13,42,Random,170,-395
14,42,Random,170,135
15,42,Random,170,59
16,42,Random,170,65
17,42,Random,170,122
18,42,Random,170,-776
19,42,Random,170,57
20,42,Random,170,-48
21,42,Random,170,-675
22,42,Random,170,-58
23,42,Random,170,-393
24,42,Random,170,-19
25,42,Random,170,-19
26,42,Random,170,98
27,42,Random,170,75
28,42,Random,170,126
29,42,Random,170,48
30,42,Random,170,170
31,42,Random,170,116
32,42,Random,170,118
33,42,Random,170,86
34,42,Random,170,122
35,42,Random,170,48
36,42,Random,170,89
37,42,Random,170,107
38,42,Random,170,86
39,42,Random,170,59
40,42,Random,170,102
41,42,Random,170,-19
42,42,Random,170,126
43,42,Random,170,57
44,42,Random,170,86
45,42,Random,170,126
46,42,Random,170,118
47,42,Random,170,83
48,42,Random,170,48
49,42,Random,170,118
0,43,Random,121,-31
1,43,Random,121,-51
2,43,Random,121,-419
3,43,Random,121,56
4,43,Random,121,56
5,43,Random,121,-337
6,43,Random,121,52
7,43,Random,121,68
8,43,Random,121,56
9,43,Random,121,82
10,43,Random,121,52
11,43,Random,121,67
12,43,Random,121,71
13,43,Random,121,-337
14,43,Random,121,96
15,43,Random,121,21
16,43,Random,121,61
17,43,Random,121,90
18,43,Random,121,8
19,43,Random,121,41
20,43,Random,121,-47
21,43,Random,121,26
22,43,Random,121,-51
23,43,Random,121,-391
24,43,Random,121,-31
25,43,Random,121,-31
26,43,Random,121,63
27,43,Random,121,71
28,43,Random,121,120
29,43,Random,121,5
